"","title","contents"
"33","[리포트]대형화재 한타, 대전 대신 헝가리에 증설?","  ◀ＡＮＣ▶ 대형 화재로 제2공장이 불에 탄 한국타이어가 헝가리 공장 증설을 추진하는 것으로... 이런 상황에서 한타는 공장 재가동 대신 26명으로 구성된 전담팀까지 꾸려 헝가리 공장 증설을 계획하는 것이 대전MBC... "
"34","유후! 저 아세요? 우상혁 선수도 수요일 새벽 유후~ [포토]","  지금 헝가리 부다페스트에선 개막 사흘째를 맞은 2023 세계육상선수권대회가 열기를 더하고 있다.... 유후(Youhuu)는 2023 헝가리 세계육상선수권대회의 공식 마스코트로 양의 한 종류인 라카 양으로 헝가리에서만 볼... "
"35","유도 김하윤, 헝가리 마스터스 동메달…올해 4번째 메달","  유도 대표팀 여자 최중량급 간판 김하윤(안산시청)이 2023 국제유도연맹(IJF) 헝가리 마스터스 대회에서 동메달을 획득하며 다음 달에 열리는 2022 항저우 아시안게임 전망을 밝혔다. 김하윤은 7일(한국시간) 헝가리... "
"36","헝가리 내부고발자법 제정","  법률 제정 및 배경 2023년 5월 25일 헝가리에서는 내부고발자 보호 관련 법률이 제정돼 관보에 게재됐다. 법률의 정식 명칭은 ‘공익을 위한 불만 및 신고, 신고 남용에 관련된 법률 2023 XXV’(헝가리어 2023. évi XXV.... "
"37","헝가리 티서강 유역서 쓰레기 330톤 수거","  지난 1일(현지시각) 헝가리 동부 티서로프의 티서강에서 자원봉사자들이 쓰레기를 수거해 카누에 싣고 있다. 현지 관계자는, 2013년 시작된 이래, 매년 가장 많은 쓰레기를 수거한 사람에게 상을 수여하는 연례... "
"38","미디어젠, 헝가리 부다페스트 세계육상선수권대회에 AI 기술 공급","  미디어젠이 19일 개최되는 헝가리 부다페스트 세계육상선수권대회에 한국어 음성합성(TTS) 기술을... 한편 2023년 세계육상선수권대회는 8월 19일부터 27일까지 헝가리 부다페스트에서 열릴 예정이며, 한국에서도 대표... "
"39","헝가리 집시들의 애환·열정… 바이올린 선율에 녹여내다[이 남자의 클래식]","  그리고 그 애환과 열정을 담은 ‘집시 음악’의 대표 격이 바로 헝가리 음악이다. 집시들은 오랜 기간 헝가리를 중심으로 동유럽에 정착해왔고 바이올린이라는 열정적 악기를 통해 그들 특유의 음악을 전해온 것이 그... "
"40","SK온, 헝가리공장 공사 지연…일부 직원 ""유독물질 흡입""","  SK온의 헝가리 배터리 공장 건설 현장에서 심각한 안전사고가 발생해 현지 당국이 조사를 벌이고 있다.... 4일 업계에 따르면 지난 5월 말 헝가리 이반차 소재 SK온 배터리 공장 건설 현장에서 노동자 10여명이... "
"41","[리포트]대형화재 한타, 대전 대신 헝가리에 증설?","  ◀ＡＮＣ▶ 대형 화재로 제2공장이 불에 탄 한국타이어가 헝가리 공장 증설을 추진하는 것으로... 이런 상황에서 한타는 공장 재가동 대신 26명으로 구성된 전담팀까지 꾸려 헝가리 공장 증설을 계획하는 것이 대전MBC... "
"42","SK온·포드 새 짝꿍 찾았다...에코프로비엠과 캐나다에 양극재 공장 짓는다","  에코프로비엠은 4월 헝가리 데브레첸에서 에코프로글로벌 헝가리 사업장 착공식을 열고 삼성SDI에 단독 공급할 양극재 공장을 짓기로 했으나 합작법인을 세우지는 않았다. 총면적 44만282㎡(약 13만3,185평) 규모로... "
"43","[영상] 엔비디아·AMD·인텔, AI 광풍에 웃음 터진다! l 금호타이어, 헝가리 ...","  금호타이어가 헝가리에 유럽 생산 거점을 추진 중에 있습니다. 이번 계획은 원가 구조 개선과 더불어 유럽 시장 대응력을 높이기 위해 준비된 것으로 분석됩니다. 한편, 금호타이어는 올해 초 폭스바겐을 고객사로... "
"44","유럽 인증 젓갈로 담근 김치 첫 수출","  유럽연합(EU) 인증 젓갈을 활용해 담근 100% 국산 김치가 헝가리에 첫 수출됐다. 17일 과학기술정보통신부... 생산해 헝가리에 수출했다. 이번 헝가리 수출은 EU복합식품 수입규정 개정 이후 젓갈·고춧가루 등 모든 재료를... "
"45","유도 안바울, 헝가리 마스터스 66㎏급 동메달","  안바울(오른쪽 두 번째)이 4일(현지시각) 헝가리 부다페스트에서 열린 국제유도연맹(IJF) 2023 헝가리 마스터스 남자 66㎏급에서 동메달을 따고 시상대에 올라 포즈를 취하고 있다. 2023.08.05. 공감언론 뉴시스가 독자... "
"46","논산시 찾은 헝가리 잼버리 대원들 문화 프로그램 만끽","  백성현 시장은 건양대에 머물고 있는 헝가리 잼버리 대원들을 찾아 격려하고 있다(논산시청) 2023년 제25회 새만금 세계 스카우트 잼버리 대회에 참가한 212명의 헝가리 대원들이 오는 12일까지 논산 건양대학교... "
"47","[국경 넘는 의대 열풍] '학습량·언어장벽·학비' 3중고 넘어야","  보건복지부 인정 해외 의대 38개국 159개 대학 … 필리핀에서 헝가리로, 선호도 바뀐 해외 의대 '의대 열풍'을... ◆절반 이상이 헝가리 의대 출신 = 해외 의대를 졸업해 국내에서 의사가 되려면 일단 본인이 다닌 학교가... "
